,arquivo,tempo
0,imagem76_mask_wound_0.jpeg,26.123523712158203
1,measurement_2023-01-05 15_30_17.167361.png,24.462512731552124
2,bio2023-01-05 16_10_31.460052.png,23.944185256958008
3,2023-01-05 16_09_24.772325(1).png,59.91023778915405
4,measurement_2023-01-05 15_52_43.569775(1).png,24.452874898910522
5,measurement_imagem70.png,24.375505924224854
6,imagem0_mask_wound_0.jpeg,23.513768672943115
7,NIR8102023-01-05 15_30_47.942847.png,37.29539489746094
8,2023-01-05 15_52_43.569775(1).png,44.735968351364136
9,imagem8_mask_wound_0.jpeg,23.748408794403076
10,imagem36_mask_wound_0.jpeg,23.690738916397095
11,imagem79_mask_wound_0.jpeg,23.355461359024048
12,imagem57_mask_wound_0.jpeg,23.293118000030518
13,NIR7302023-01-05 15_30_40.207971.png,36.030614137649536
14,measurement_imagem198.png,24.375793933868408
15,NIR7802023-01-05 15_30_40.208117.png,39.764723777770996
16,bio2023-01-05 15_57_54.749579.png,86.83186984062195
17,2023-01-05 15_52_57.099925.png,40.427730560302734
18,imagem1.png,72.5473735332489
19,measurement_imagem9.png,23.67846941947937
20,NIR7302023-01-05 15_53_13.536958.png,33.70955276489258
21,measurement_imagem0.png,23.808100700378418
22,NIR7602023-01-05 15_30_47.942712.png,23.147461414337158
23,imagem39_mask_wound_0.jpeg,23.287542581558228
24,imagem207_mask_wound_0.jpeg,23.476719856262207
25,bio2023-01-05 15_44_08.516014.png,25.093772649765015
26,measurement_imagem2.png,24.16683292388916
27,bio2023-01-05 15_53_39.404352.png,32.24825739860535
28,imagem68_mask_wound_0.jpeg,23.870287656784058
29,measurement_2023-01-05 15_43_09.092080(1).png,23.935975074768066
30,NIR7802023-01-05 15_23_53.684421.png,23.669949769973755
31,measurement_2023-01-05 15_23_41.263427(1).png,23.64700984954834
32,imagem23_mask_wound_0.jpeg,23.70026659965515
33,imagem113_mask_wound_0.jpeg,23.625913858413696
34,ther2023-01-05 16_09_11.624048.png,20.51363229751587
35,2023-01-05 15_52_43.570079.png,37.308194398880005
36,measurement_2023-01-05 15_52_43.569775.png,26.468565702438354
37,ther2023-01-05 15_30_28.785306.png,20.013659954071045
38,measurement_imagem165.png,23.6254563331604
39,imagem2.png,36.96099352836609
40,measurement_imagem84.png,24.041303634643555
41,imagem67_mask_wound_0.jpeg,23.241068840026855
42,imagem_mask_wound_0.jpeg,23.00229525566101
43,imagem102_mask_wound_0.jpeg,22.939615964889526
44,NIR6602023-01-05 15_30_47.942408.png,23.116882801055908
45,bio2023-01-05 15_53_45.256147.png,35.970985651016235
46,imagem63_mask_wound_0.jpeg,23.16132164001465
47,measurement_imagem.png,23.42908215522766
48,segmentation_2023-01-05 14_58_07.296018.png,23.625057697296143
49,NIR7802023-01-05 14_57_13.808523.png,23.04727602005005
50,imagem34_mask_wound_0.jpeg,23.033778429031372
51,measurement_imagem22.png,22.65673542022705
52,2023-01-05 15_23_41.263629.png,32.45645785331726
53,measurement_imagem11.png,23.365049362182617
54,measurement_imagem63.png,23.18937873840332
55,imagem33_mask_wound_0.jpeg,23.237133979797363
56,measurement_imagem35.png,23.47429895401001
57,measurement_imagem25.png,23.02146029472351
58,measurement_imagem88.png,23.157586574554443
59,imagem107_mask_wound_0.jpeg,23.139148473739624
60,measurement_imagem146.png,23.494582414627075
61,ther2023-01-05 14_56_39.633911.png,20.305522441864014
62,imagem199_mask_wound_0.jpeg,22.90399932861328
63,measurement_imagem20.png,23.675358772277832
64,measurement_2023-01-05 15_52_57.099925.png,22.914323329925537
65,imagem2_mask_wound_0.jpeg,23.334214210510254
66,segmentation_2023-01-05 15_43_09.092080.png,22.927892208099365
67,NIR8102023-01-05 15_53_13.537593.png,33.965489864349365
68,NIR7602023-01-05 15_53_13.537423.png,23.34111738204956
69,imagem11_mask_wound_0.jpeg,23.19657564163208
70,imagem95_mask_wound_0.jpeg,23.26948833465576
71,measurement_imagem12.png,23.714664697647095
72,measurement_imagem185.png,22.78580665588379
73,NIR7602023-01-05 15_23_53.684337.png,22.90182113647461
74,measurement_imagem95.png,23.84871554374695
75,measurement_imagem73.png,23.08720588684082
76,2023-01-05 15_23_41.263427.png,36.887532472610474
77,measurement_imagem23.png,23.76690411567688
78,imagem28_mask_wound_0.jpeg,22.76138138771057
79,segmentation_2023-01-05 15_23_41.263427.png,22.747633457183838
80,bio2023-01-05 15_57_39.691042.png,104.73583149909973
81,NIR6602023-01-05 15_53_13.536711.png,35.16979908943176
82,NIR8102023-01-05 15_23_53.684490.png,23.487534523010254
83,NIR7602023-01-05 15_43_23.648803.png,23.151252031326294
84,measurement_imagem209.png,23.249652862548828
85,NIR7602023-01-05 14_57_13.808470.png,23.169512510299683
86,imagem65_mask_wound_0.jpeg,23.08349609375
87,measurement_imagem68.png,23.684525728225708
88,measurement_imagem199.png,23.23758602142334
89,measurement_imagem39.png,23.274804830551147
90,measurement_imagem38.png,23.489506006240845
91,measurement_imagem113.png,23.70954704284668
92,2023-01-05 15_43_09.092080(1).png,24.721725702285767
93,imagem15_mask_wound_1.jpeg,23.2352135181427
94,bio2023-01-05 15_44_06.137567.png,25.145686149597168
95,imagem70_mask_wound_0.jpeg,23.43989849090576
96,imagem146_mask_wound_1.jpeg,23.128275632858276
97,measurement_imagem71.png,23.078804969787598
98,imagem73_mask_wound_0.jpeg,24.222350358963013
99,measurement_imagem32.png,23.538408041000366
100,measurement_2023-01-05 15_30_17.167361(1).png,23.671823024749756
101,measurement_2023-01-05 14_56_55.163012.png,23.783124446868896
102,2023-01-05 16_09_24.772616.png,61.14698100090027
103,measurement_imagem3.png,23.897462129592896
104,imagem14_mask_wound_0.jpeg,23.11149787902832
105,imagem13_mask_wound_0.jpeg,23.34306001663208
106,imagem21_mask_wound_0.jpeg,23.10080099105835
107,imagem183_mask_wound_0.jpeg,22.756150007247925
108,bio2023-01-05 16_10_55.282907.png,70.20654678344727
109,imagem4_mask_wound_0.jpeg,23.272369861602783
110,measurement_imagem101.png,23.780851125717163
111,imagem77_mask_wound_0.jpeg,23.41010046005249
112,bio2023-01-05 15_43_55.389120.png,23.137688398361206
113,measurement_imagem75.png,23.28806710243225
114,measurement_imagem36.png,23.51980757713318
115,imagem43_mask_wound_0.jpeg,23.075242519378662
116,measurement_imagem34.png,23.510317087173462
117,2023-01-05 15_30_17.167361(1).png,68.02748537063599
118,imagem1_mask_wound_0.jpeg,23.46796464920044
119,imagem20_mask_wound_0.jpeg,23.027045249938965
120,measurement_imagem13.png,23.162819147109985
121,imagem32_mask_wound_0.jpeg,23.08436393737793
122,measurement_imagem16.png,22.877004384994507
123,imagem107_mask_wound_1.jpeg,23.031622886657715
124,imagem15_mask_wound_0.jpeg,22.96574902534485
125,2023-01-05 14_56_55.163012(1).png,71.2748155593872
126,bio2023-01-05 15_54_01.122089.png,37.784611225128174
127,measurement_imagem28.png,23.515518188476562
128,imagem5_mask_wound_0.jpeg,22.857932329177856
129,imagem31_mask_wound_0.jpeg,23.375324010849
130,imagem158_mask_wound_0.jpeg,22.964537143707275
131,measurement_imagem83.png,23.135225296020508
132,measurement_imagem207.png,23.273895263671875
133,2023-01-05 14_58_07.296018(1).png,65.80369400978088
134,measurement_imagem29.png,23.307366371154785
135,imagem188_mask_wound_0.jpeg,22.86912751197815
136,2023-01-05 15_52_57.100227.png,29.19884753227234
137,NIR7802023-01-05 15_30_47.942781.png,23.455589771270752
138,imagem159_mask_wound_0.jpeg,22.79441523551941
139,bio2023-01-05 15_57_44.276649.png,23.171570301055908
140,bio2023-01-05 14_57_38.093617.png,55.34373450279236
141,imagem1_mask_wound_1.jpeg,23.338958740234375
142,measurement_imagem174.png,23.145241737365723
143,2023-01-05 15_43_09.092346.png,23.752591133117676
144,measurement_imagem85.png,23.677334785461426
145,imagem12_mask_wound_0.jpeg,23.429975509643555
146,bio2023-01-05 16_10_36.927853.png,23.569087982177734
147,segmentation_2023-01-05 15_52_43.569775.png,22.888072967529297
